Position	Strand	DS_Coverage_WT1	DS_Coverage_WT2	DS_Coverage_WT3	mC_Coverage_WT1	mC_Coverage_WT2	mC_Coverage_WT3	Mg_Coverage_WT1	Mg_Coverage_WT2	Mg_Coverage_WT3	Tm_Coverage_WT1	Tm_Coverage_WT2	Tm_Coverage_WT3	DS_MethylPercent_WT1	DS_MethylPercent_WT2	DS_MethylPercent_WT3	mC_MethylPercent_WT1	mC_MethylPercent_WT2	mC_MethylPercent_WT3	Mg_MethylPercent_WT1	Mg_MethylPercent_WT2	Mg_MethylPercent_WT3	Tm_MethylPercent_WT1	Tm_MethylPercent_WT2	Tm_MethylPercent_WT3
3137176	Plus	36	68	77	26	50	70	32	64	66	36	68	77	0.972	0.853	0.831	0.615384615	0.58	0.628571429	0.9688	0.9844	0.9848	1	0.75	0.9231
3137177	Minus	37	79	71	29	70	53	36	78	68	37	79	71	0.703	0.835	0.817	0.724137931	0.557142857	0.58490566	1	0.9744	0.9706	1	1	1
3137489	Plus	35	65	76	28	48	67	34	62	70	35	65	76	0.771	0.738	0.763	0.892857143	0.75	0.820895522	0.9412	1	0.9857	1	1	0.98
3137490	Minus	40	76	70	34	61	47	40	74	65	40	76	70	0.975	0.947	0.971	0.794117647	0.803278689	0.872340426	0.95	0.973	0.9692	0.9375	0.9688	0.9375
3137585	Plus	34	66	75	29	55	62	33	64	72	34	66	75	0.588	0.545	0.667	0.75862069	0.818181818	0.725806452	0.9697	1	0.9861	1	1	1
3137586	Minus	41	76	67	31	52	56	37	74	64	41	76	67	0.61	0.645	0.821	0.870967742	0.903846154	0.982142857	0.9459	0.9324	1	1	1	1
3137779	Plus	37	66	75	30	51	67	36	62	71	37	66	75	0.459	0.348	0.493	0.933333333	0.803921569	0.925373134	0.9722	0.9677	0.9437	1	0.9722	1
3137780	Minus	43	75	64	32	61	52	37	70	62	43	75	64	0.419	0.293	0.266	0.9375	0.836065574	0.807692308	0.973	0.9857	0.9677	1	0.95	0.9375
3137789	Plus	37	66	74	32	52	65	36	62	71	37	66	74	0.676	0.636	0.676	0.5625	0.5	0.461538462	1	0.9677	0.9437	1	1	1
3137790	Minus	43	75	65	29	61	42	36	73	57	43	75	65	0.581	0.56	0.585	0.862068966	0.852459016	0.833333333	0.9444	0.9315	0.9298	1	1	1
3137830	Plus	37	66	74	27	47	58	34	59	68	37	66	74	0.757	0.697	0.716	0.555555556	0.617021277	0.482758621	0.9118	0.9492	0.9265	0.7143	0.8824	0.8421
3137831	Minus	45	74	67	37	66	49	36	70	59	45	74	67	0.533	0.649	0.493	0.945945946	0.954545455	0.93877551	1	0.9857	0.9661	1	0.9778	1
3137954	Plus	38	69	74	27	56	59	35	65	66	38	69	74	0.842	0.899	0.946	0.703703704	0.75	0.661016949	0.9143	0.9538	0.9394	0.8462	1	0.9667
3137955	Minus	46	73	69	35	61	56	41	71	62	46	73	69	0.891	0.849	0.826	0.685714286	0.655737705	0.75	0.9756	0.9577	0.9677	0.95	0.9714	1
3138421	Plus	39	69	67	33	57	58	35	69	64	39	69	67	0.744	0.754	0.836	0.515151515	0.614035088	0.568965517	0.9714	1	0.9688	0.8571	1	1
3138422	Minus	47	73	69	37	59	49	45	71	65	47	73	69	0.915	0.973	0.971	0.945945946	0.898305085	0.857142857	0.9556	0.9859	0.9538	0.9667	0.98	0.9778
3138983	Plus	34	65	66	24	45	49	31	59	63	34	65	66	0.706	0.738	0.758	0.791666667	0.777777778	0.714285714	0.9677	1	1	0.9375	1	1
3138984	Minus	52	77	71	33	63	55	49	76	65	52	77	71	0.115	0.208	0.113	0.575757576	0.555555556	0.563636364	0.898	0.9342	0.9385	1	1	1
3139027	Plus	34	63	67	28	47	42	34	60	62	34	63	67	0.941	0.937	0.881	0.857142857	0.978723404	0.976190476	1	0.95	0.9355	1	1	1
3139028	Minus	54	78	71	40	60	54	51	77	66	54	78	71	0.481	0.551	0.606	0.9	0.916666667	0.87037037	0.9804	0.974	1	0.9444	0.9444	0.9828
3139043	Plus	34	64	67	28	50	51	32	59	62	34	64	67	0.853	0.828	0.851	0.714285714	0.62	0.705882353	1	0.9661	0.9516	0.9091	0.95	1
3139044	Minus	54	79	70	38	55	47	50	76	67	54	79	70	0.889	0.949	0.957	0.842105263	0.854545455	0.893617021	1	0.9737	1	0.8462	0.9333	1
3139063	Plus	34	64	68	20	47	44	32	63	64	34	64	68	0.882	0.875	0.897	0.8	0.808510638	0.727272727	0.9688	0.9841	0.9531	1	0.9744	0.95
3139064	Minus	54	79	70	44	65	62	50	73	67	54	79	70	0.926	0.873	0.914	0.840909091	0.938461538	0.919354839	0.98	0.9726	0.9851	1	0.973	1
3139087	Plus	34	65	70	21	33	50	33	60	62	34	65	70	0.912	0.954	0.914	0.761904762	0.727272727	0.76	0.9697	0.9667	0.9839	0.9545	0.9756	0.9574
3139088	Minus	53	79	70	38	65	58	50	74	68	53	79	70	0.906	0.911	0.986	0.921052632	0.923076923	0.931034483	0.96	1	1	0.9722	1	0.96
3139836	Plus	32	72	60	26	58	52	28	59	52	32	72	60	0.938	0.861	0.867	0.923076923	0.810344828	0.923076923	0.8214	0.8983	0.9231	0.9444	1	1
3139837	Minus	54	78	73	37	62	53	51	71	66	54	78	73	0.722	0.756	0.822	0.756756757	0.870967742	0.886792453	0.9804	0.9296	0.9545	0.9474	1	0.9722
3140002	Plus	32	68	58	23	51	43	28	67	54	32	68	58	0.969	1	1	0.739130435	0.607843137	0.76744186	1	1	1	0.5	0.92	1
3140003	Minus	56	78	73	46	67	62	53	71	69	56	78	73	0.857	0.885	0.849	0.695652174	0.746268657	0.725806452	1	1	0.9855	1	1	1
3140399	Plus	32	64	60	24	48	45	30	60	55	32	64	60	0.688	0.688	0.75	0.708333333	0.666666667	0.844444444	1	0.9667	0.9273	1	0.9783	0.9474
3140400	Minus	59	79	73	44	61	52	53	71	67	59	79	73	0.322	0.278	0.301	0.727272727	0.737704918	0.807692308	1	0.9437	0.9701	1	1	1
3140587	Plus	36	64	56	27	47	44	30	61	52	36	64	56	0.5	0.703	0.607	0.851851852	0.744680851	0.727272727	0.9667	0.9508	1	1	1	1
3140588	Minus	56	78	71	32	59	48	46	71	63	56	78	71	0.714	0.679	0.69	0.8125	0.915254237	0.875	0.913	0.9577	0.9206	1	0.9762	1
3140630	Plus	37	64	56	25	44	41	34	60	55	37	64	56	0.892	0.734	0.786	0.68	0.727272727	0.682926829	0.9706	0.9333	0.9636	0.9333	0.963	0.96
3140631	Minus	50	77	70	34	60	52	46	75	66	50	77	70	0.94	0.935	0.943	0.794117647	0.65	0.730769231	0.913	0.9733	0.9242	1	1	1
3140710	Plus	37	63	56	23	50	42	35	62	53	37	63	56	0.946	0.921	0.911	0.869565217	0.8	0.928571429	0.9143	0.9677	0.9623	1	0.9706	0.9444
3140711	Minus	54	77	70	34	47	43	48	76	63	54	77	70	0.63	0.545	0.529	0.852941176	0.744680851	0.720930233	1	0.8947	0.9365	0.9583	1	1
3140928	Plus	37	63	60	29	55	49	36	61	57	37	63	60	0.784	0.873	0.933	0.827586207	0.745454545	0.775510204	0.9444	0.9836	0.9649	0.9565	0.9412	1
3140929	Minus	54	79	69	40	65	48	53	77	67	54	79	69	0.87	0.899	0.899	0.75	0.861538462	0.729166667	0.9434	0.961	0.9701	1	0.9737	0.9697
3141060	Plus	34	66	60	24	49	47	30	64	56	34	66	60	0.765	0.773	0.75	0.958333333	0.816326531	0.872340426	0.9667	0.9375	0.9643	0.9565	0.9512	0.9744
3141061	Minus	56	77	71	44	63	50	50	74	68	56	77	71	0.679	0.701	0.704	0.795454545	0.857142857	0.82	0.96	0.9595	0.9559	1	0.98	1
3141119	Plus	35	68	61	25	58	48	32	64	54	35	68	61	0.857	0.824	0.885	1	0.862068966	0.916666667	0.9688	1	0.8889	1	0.96	1
3141120	Minus	55	77	72	37	55	49	53	75	69	55	77	72	0.982	0.974	0.972	0.945945946	0.963636364	0.959183673	0.9811	0.9733	0.9565	1	1	1
3141174	Plus	33	68	60	23	48	39	31	66	57	33	68	60	0.667	0.765	0.667	0.826086957	0.9375	0.897435897	0.9677	0.9848	0.9474	1	1	1
3141175	Minus	54	77	73	45	68	62	53	74	69	54	77	73	0.926	0.857	0.918	0.911111111	0.897058824	0.983870968	1	0.9865	0.971	0.9722	0.9783	1
3141403	Plus	36	69	63	27	61	50	32	67	58	36	69	63	0.972	0.957	0.968	0.888888889	0.885245902	0.9	0.9688	0.9851	1	0.9167	0.9667	0.9167
3141404	Minus	53	77	76	36	52	53	52	73	69	53	77	76	0.943	0.961	0.961	0.944444444	0.865384615	0.849056604	1	0.9863	0.942	1	1	0.9808
3141628	Plus	39	73	65	27	55	44	35	65	59	39	73	65	0.41	0.479	0.523	0.518518519	0.527272727	0.636363636	0.9429	0.9385	0.9492	1	0.95	0.85
3141629	Minus	54	78	75	37	61	56	49	78	67	54	78	75	0.852	0.897	0.96	0.756756757	0.983606557	0.857142857	0.9592	0.9487	0.9552	1	1	1
3141650	Plus	39	72	65	31	57	59	36	68	62	39	72	65	0.692	0.694	0.615	0.64516129	0.824561404	0.779661017	1	0.9559	0.9839	1	1	1
3141651	Minus	53	78	74	37	62	56	49	77	68	53	78	74	0.566	0.487	0.568	0.783783784	0.677419355	0.660714286	0.9388	0.9481	0.9559	1	1	1
3142019	Plus	42	71	65	29	52	53	38	68	65	42	71	65	0.905	0.93	0.815	0.75862069	0.769230769	0.716981132	0.9474	0.9706	0.9692	0.9231	0.95	0.95
3142020	Minus	49	77	67	37	56	57	43	75	62	49	77	67	0.51	0.636	0.672	0.648648649	0.642857143	0.666666667	0.9767	0.9067	0.9839	1	0.9524	1
3142046	Plus	42	71	65	30	58	56	39	70	66	42	71	65	0.929	0.901	0.938	0.866666667	0.982758621	0.964285714	1	0.9857	1	0.9697	1	1
3142047	Minus	49	78	68	36	63	55	43	72	66	49	78	68	0.673	0.731	0.75	0.972222222	0.904761905	0.890909091	0.9302	0.9722	0.9242	1	0.9796	1
3142066	Plus	42	72	66	30	57	48	40	68	62	42	72	66	0.81	0.694	0.818	0.866666667	0.894736842	0.958333333	0.975	0.9706	0.9516	1	0.8889	1
3142067	Minus	49	78	68	35	67	56	45	76	64	49	78	68	0.714	0.692	0.809	0.685714286	0.731343284	0.714285714	0.9333	0.9737	0.9844	1	0.92	0.8947
3142310	Plus	42	78	71	34	61	56	41	78	66	42	78	71	0.476	0.423	0.352	0.705882353	0.737704918	0.482142857	0.9756	0.9744	0.9697	0.75	0.9231	1
3142311	Minus	51	80	69	32	56	45	45	75	63	51	80	69	0.569	0.637	0.58	0.9375	0.875	0.911111111	0.8444	0.9333	0.9206	1	0.9821	1
3142519	Plus	42	78	68	36	57	55	39	79	63	42	78	68	1	0.987	0.971	0.805555556	0.789473684	0.854545455	0.9744	0.9367	1	1	0.9677	1
3142520	Minus	51	81	69	39	65	58	49	81	61	51	81	69	1	0.926	0.957	0.769230769	0.846153846	0.862068966	0.9796	0.9259	0.8852	0.9697	0.9762	1
3142526	Plus	42	78	68	30	54	51	39	76	61	42	78	68	1	0.962	0.971	0.766666667	0.814814815	0.607843137	1	0.9342	0.9508	1	0.9333	1
3142527	Minus	51	81	69	39	70	62	48	80	64	51	81	69	0.843	0.802	0.87	0.948717949	0.914285714	0.951612903	0.9792	0.9375	0.9844	1	0.9796	0.9722
3142843	Plus	43	75	64	31	57	51	38	77	63	43	75	64	0.884	0.827	0.875	0.774193548	0.701754386	0.764705882	0.9737	0.974	0.9683	0.8667	0.913	0.9333
3142844	Minus	54	77	67	38	52	47	52	76	62	54	77	67	0.981	0.948	0.925	0.710526316	0.673076923	0.680851064	1	1	1	0.9032	0.9464	0.9773
3142859	Plus	42	75	64	29	42	42	38	77	63	42	75	64	0.905	0.907	0.922	0.75862069	0.69047619	0.642857143	1	0.987	1	1	0.9697	1
3142860	Minus	54	77	68	44	65	54	54	75	62	54	77	68	0.907	0.974	0.926	0.704545455	0.784615385	0.796296296	0.9815	0.9867	0.9839	0.963	0.9524	0.9722
3142966	Plus	41	75	67	25	53	54	39	70	63	41	75	67	0.854	0.867	0.896	0.76	0.641509434	0.851851852	0.9487	0.9429	0.9683	0.9286	0.9524	1
3142967	Minus	57	76	65	43	55	54	55	73	56	57	76	65	0.965	0.961	1	0.76744186	0.727272727	0.722222222	0.9455	0.9726	0.9286	1	1	0.9545
3143016	Plus	40	76	66	26	52	50	39	74	60	40	76	66	0.875	0.763	0.833	0.730769231	0.653846154	0.64	0.9744	0.973	0.9667	1	1	1
3143017	Minus	60	75	62	44	57	47	55	73	58	60	75	62	0.8	0.76	0.806	0.818181818	0.824561404	0.872340426	0.9636	0.9315	0.9828	1	0.9556	1
3143587	Plus	42	80	71	34	54	50	40	79	66	42	80	71	0.905	0.863	0.845	1	0.981481481	0.98	1	0.962	1	1	1	1
3143588	Minus	59	82	62	39	59	44	55	76	59	59	82	62	0.576	0.549	0.71	0.692307692	0.728813559	0.727272727	1	0.9868	0.9492	1	0.963	1
3143848	Plus	41	81	69	31	51	50	40	81	67	41	81	69	0.902	0.864	0.913	0.709677419	0.823529412	0.74	1	0.9753	1	1	1	1
3143849	Minus	57	82	69	46	63	48	51	80	60	57	82	69	0.965	0.963	0.942	0.804347826	0.761904762	0.854166667	1	0.95	0.95	1	1	1
3144001	Plus	42	81	68	31	59	50	38	76	64	42	81	68	0.929	0.889	0.926	0.741935484	0.711864407	0.7	0.8947	0.9342	0.9531	0.9429	0.9592	0.9524
3144002	Minus	57	85	67	44	69	53	50	80	64	57	85	67	0.772	0.871	0.896	0.795454545	0.811594203	0.867924528	0.96	0.95	1	0.4444	0.7	0.6667
3144153	Plus	42	77	66	31	56	54	37	76	64	42	77	66	0.976	0.935	0.939	0.838709677	0.821428571	0.87037037	0.9189	0.9737	0.9844	0.8571	0.8235	0.8667
3144154	Minus	57	83	69	46	69	55	54	78	64	57	83	69	0.702	0.699	0.638	0.97826087	0.985507246	0.909090909	1	1	0.9688	1	0.9767	1
3144166	Plus	42	78	66	29	55	48	37	78	67	42	78	66	0.881	0.974	0.909	0.482758621	0.654545455	0.5	0.9189	0.9359	0.9851	1	1	0.96
3144167	Minus	57	83	69	44	65	56	55	78	63	57	83	69	0.825	0.771	0.768	0.909090909	0.969230769	0.892857143	1	0.9872	0.9841	0.9688	0.9821	1
3144304	Plus	43	77	67	29	54	57	39	76	65	43	77	67	0.907	0.922	0.866	0.931034483	0.87037037	0.877192982	0.9487	0.9868	0.9846	1	0.9844	1
3144305	Minus	57	79	71	35	43	45	53	75	65	57	79	71	0.947	0.962	0.944	0.8	0.720930233	0.844444444	0.9434	0.9467	0.9538	0.975	0.9787	0.975
3144745	Plus	45	75	67	32	54	57	43	73	67	45	75	67	0.933	0.92	0.91	0.65625	0.833333333	0.701754386	0.9767	0.9863	0.9851	0.9167	0.9286	0.963
3144746	Minus	54	77	70	44	61	56	51	72	68	54	77	70	0.926	0.87	0.871	0.954545455	0.885245902	0.892857143	1	0.9722	0.9853	1	1	1
3144790	Plus	44	74	67	30	55	56	41	73	67	44	74	67	0.932	0.973	0.97	0.866666667	0.963636364	0.875	0.9756	1	0.9851	1	0.9615	0.9474
3144791	Minus	54	77	70	47	64	49	51	72	64	54	77	70	0.852	0.87	0.829	0.617021277	0.65625	0.693877551	0.9412	0.8611	0.9531	0.9333	0.9592	0.9767
3145032	Plus	45	75	67	27	53	50	44	77	64	45	75	67	0.911	0.907	0.866	0.888888889	0.905660377	0.86	0.9773	1	0.9688	1	1	1
3145033	Minus	54	76	70	45	58	60	51	71	66	54	76	70	0.778	0.842	0.729	0.888888889	0.931034483	0.9	0.9804	0.9577	0.9848	0.9722	0.9434	0.9767
3145845	Plus	46	71	60	32	60	49	45	66	57	46	71	60	0.891	0.915	0.9	0.78125	0.766666667	0.795918367	0.9778	0.9697	1	1	0.9615	0.875
3145846	Minus	53	83	69	39	64	56	48	75	62	53	83	69	0.887	0.867	0.884	0.692307692	0.625	0.660714286	0.9583	0.9467	0.9516	0.8824	0.9643	1
3146326	Plus	51	64	63	33	41	46	51	63	60	51	64	63	0.98	0.969	0.952	0.848484848	0.951219512	0.891304348	0.9804	0.9365	0.9667	1	1	1
3146327	Minus	47	76	69	33	58	49	44	71	64	47	76	69	0.957	0.987	0.986	0.818181818	0.672413793	0.775510204	0.8636	0.9718	0.9688	1	1	0.9697
3146449	Plus	52	69	63	41	56	47	51	62	59	52	69	63	0.904	0.797	0.825	0.658536585	0.660714286	0.617021277	0.9804	0.9516	0.9661	1	1	0.9231
3146450	Minus	44	75	71	32	64	59	43	71	65	44	75	71	0.386	0.413	0.408	0.75	0.71875	0.644067797	0.9767	0.9577	0.9538	1	0.92	1
3146591	Plus	54	68	64	45	48	47	51	66	63	54	68	64	0.852	0.853	0.969	0.933333333	0.875	0.893617021	0.9608	0.9394	0.9841	1	1	0.9565
3146592	Minus	44	75	70	40	65	60	41	71	62	44	75	70	0.705	0.8	0.771	0.975	0.938461538	0.983333333	1	1	0.9677	1	0.9841	0.9811
3146904	Plus	53	70	57	43	51	46	49	68	53	53	70	57	0.962	0.971	1	0.930232558	0.980392157	0.891304348	0.9592	0.9559	1	1	0.9535	1
3146905	Minus	47	77	74	34	45	44	41	73	67	47	77	74	0.851	0.818	0.77	0.941176471	0.8	0.909090909	0.9512	0.9315	0.9701	1	0.8667	1
3147278	Plus	56	71	52	38	52	45	51	67	49	56	71	52	0.929	0.901	0.942	0.842105263	0.865384615	0.711111111	0.9804	0.9701	0.9796	0.96	1	0.9583
3147279	Minus	50	83	72	40	62	56	49	75	66	50	83	72	0.54	0.361	0.542	0.75	0.677419355	0.625	0.9388	0.96	0.9545	0.8	1	1
3148038	Plus	51	71	62	41	49	51	48	67	56	51	71	62	0.804	0.817	0.887	0.731707317	0.795918367	0.803921569	1	0.9552	0.9643	1	0.8974	0.9677
3148039	Minus	54	79	66	48	64	61	52	75	62	54	79	66	0.926	0.911	0.864	0.875	0.984375	0.852459016	0.9615	0.9867	0.9839	1	0.9815	0.98
3148395	Plus	48	73	66	24	38	40	46	66	63	48	73	66	0.708	0.767	0.773	0.958333333	0.921052632	0.925	0.9565	0.9394	0.9683	1	0.9423	0.925
3148396	Minus	51	78	66	36	45	44	47	75	60	51	78	66	0.902	0.859	0.955	0.944444444	0.933333333	0.977272727	0.9362	0.96	0.9833	0.9714	0.9792	0.9756
3148774	Plus	47	72	67	32	52	52	47	70	64	47	72	67	0.957	0.972	0.97	0.875	0.923076923	0.923076923	1	0.9714	1	1	1	1
3148775	Minus	53	80	67	47	53	51	49	73	61	53	80	67	0.906	0.85	0.851	0.936170213	0.886792453	0.803921569	1	0.9589	0.9672	1	0.975	0.9706
3148882	Plus	48	72	70	37	52	49	47	66	64	48	72	70	0.458	0.556	0.529	0.567567568	0.576923077	0.632653061	0.9787	0.9697	0.9688	1	1	0.963
3148883	Minus	53	77	66	23	27	28	50	67	60	53	77	66	0.943	0.948	0.939	0.956521739	0.888888889	0.928571429	0.92	0.9701	0.9667	1	1	1
3148976	Plus	49	75	69	20	33	38	40	61	59	49	75	69	0.918	0.96	0.957	0.95	0.96969697	0.973684211	0.825	0.8852	0.8983	1	1	1
3148977	Minus	55	75	65	46	61	54	48	68	60	55	75	65	0.691	0.667	0.662	0.695652174	0.639344262	0.611111111	0.9583	0.9412	0.9667	1	0.9474	1
3149311	Plus	46	71	75	31	53	54	43	67	67	46	71	75	0.891	0.93	0.92	0.967741935	0.924528302	0.888888889	0.9767	0.9851	0.9851	1	0.9804	1
3149312	Minus	57	71	65	40	47	54	55	68	58	57	71	65	0.912	0.915	0.877	0.775	0.659574468	0.703703704	0.9636	0.9853	1	1	1	1
3149587	Plus	45	69	76	28	42	56	44	59	68	45	69	76	0.778	0.783	0.855	0.714285714	0.880952381	0.857142857	0.9545	0.9153	0.9706	0.8462	0.8095	0.95
3149588	Minus	56	75	67	46	52	52	53	68	64	56	75	67	0.911	0.84	0.881	0.97826087	0.980769231	0.961538462	0.9245	0.9265	0.9531	0.9677	1	0.9737
3149807	Plus	47	69	72	34	52	51	45	64	66	47	69	72	0.936	0.928	0.917	0.970588235	0.980769231	0.921568627	1	1	0.9848	0.9706	1	0.9483
3149808	Minus	56	72	69	45	55	55	52	64	61	56	72	69	0.857	0.944	0.928	0.577777778	0.581818182	0.509090909	0.9423	0.9688	0.9672	0.7	0.9048	0.8947
3149893	Plus	47	69	72	33	48	48	47	66	68	47	69	72	0.936	0.812	0.917	0.909090909	0.916666667	0.916666667	0.9787	0.9697	0.9412	1	0.9714	1
3149894	Minus	56	71	64	38	46	30	55	64	57	56	71	64	0.982	0.915	0.859	0.842105263	0.782608696	0.8	0.9636	0.9219	0.8947	1	1	1
3149941	Plus	46	70	73	42	50	60	44	65	67	46	70	73	0.935	0.886	0.904	0.904761905	0.9	0.983333333	1	0.9846	0.9701	0.9722	1	1
3149942	Minus	56	73	63	42	51	42	54	67	59	56	73	63	0.732	0.685	0.698	0.666666667	0.607843137	0.523809524	0.9815	0.9552	0.9661	1	0.9722	1
3150175	Plus	49	74	69	27	38	37	46	69	68	49	74	69	0.837	0.959	0.826	0.962962963	0.947368421	0.864864865	0.9565	1	0.9559	1	1	0.9815
3150176	Minus	60	73	63	53	59	53	58	70	61	60	73	63	0.817	0.836	0.873	0.830188679	0.813559322	0.849056604	1	0.9571	0.9672	0.9143	1	1
3150355	Plus	51	76	73	34	38	44	47	70	63	51	76	73	0.922	0.908	0.836	0.941176471	0.815789474	0.704545455	0.9787	0.9714	0.9683	1	1	1
3150356	Minus	61	72	61	52	59	47	55	66	57	61	72	61	0.885	0.875	0.885	0.884615385	0.949152542	0.914893617	0.9636	0.9394	0.9649	1	0.9783	1
3150400	Plus	51	75	74	41	55	58	48	68	64	51	75	74	0.882	0.867	0.784	0.926829268	0.927272727	0.844827586	0.9583	0.9706	0.9375	1	0.9821	0.9815
3150401	Minus	60	72	61	44	50	44	55	62	57	60	72	61	0.9	0.847	0.902	0.863636364	0.96	0.977272727	0.9818	0.9677	0.9298	0.9062	0.8182	1
3151007	Plus	49	75	68	37	55	50	46	68	64	49	75	68	0.898	0.867	0.824	0.72972973	0.563636364	0.64	0.9565	0.9853	0.9531	0.7143	0.8824	0.7692
3151008	Minus	60	75	61	46	46	41	54	69	57	60	75	61	0.783	0.733	0.721	0.869565217	0.804347826	0.756097561	1	0.9855	0.9649	0.9762	0.9811	1
3151310	Plus	45	70	68	35	53	50	44	69	68	45	70	68	0.933	0.957	0.926	0.914285714	0.943396226	0.96	0.9545	1	0.9706	1	1	0.9783
3151311	Minus	58	75	60	42	47	39	55	72	55	58	75	60	0.879	0.92	0.95	0.904761905	0.936170213	0.794871795	0.9818	0.9583	0.9818	1	1	1
3152540	Plus	57	74	76	43	45	61	54	70	68	57	74	76	0.912	0.932	0.934	0.930232558	0.911111111	0.950819672	0.963	0.9429	0.9853	1	1	0.9762
3152541	Minus	64	80	61	49	59	43	61	71	59	64	80	61	0.844	0.887	0.885	0.897959184	0.779661017	0.744186047	0.9344	0.9296	0.9492	1	1	0.973
3152633	Plus	58	75	76	44	49	61	55	71	71	58	75	76	0.914	1	0.974	0.795454545	0.836734694	0.770491803	0.9818	1	1	1	1	1
3152634	Minus	65	79	61	49	57	51	58	75	58	65	79	61	0.769	0.671	0.672	0.93877551	0.877192982	0.862745098	0.9483	0.9867	1	0.9767	1	1
3152785	Plus	60	76	76	43	60	59	58	71	70	60	76	76	0.95	0.961	0.921	0.88372093	0.866666667	0.86440678	1	1	0.9857	1	1	1
3152786	Minus	64	74	58	52	58	42	61	73	57	64	74	58	0.938	0.919	0.879	0.826923077	0.775862069	0.80952381	0.9508	0.9726	0.9825	0.9333	0.9697	1
3153274	Plus	57	72	69	36	38	48	49	68	67	57	72	69	1	0.986	1	0.944444444	0.947368421	0.916666667	0.9796	0.9706	1	1	1	1
3153275	Minus	60	80	61	50	56	48	57	78	51	60	80	61	0.717	0.775	0.656	0.8	0.928571429	0.854166667	0.9649	0.8846	1	0.9737	1	0.9744
3153325	Plus	57	73	69	45	49	52	55	70	65	57	73	69	0.965	0.945	0.928	0.911111111	0.857142857	0.942307692	0.9455	0.9429	0.9846	1	1	0.9815
3153326	Minus	60	80	64	42	54	47	57	75	56	60	80	64	0.983	0.963	0.953	0.904761905	0.87037037	0.85106383	0.9825	0.9733	0.9821	1	1	1
3153380	Plus	57	75	68	32	51	38	56	70	64	57	75	68	0.719	0.72	0.706	0.71875	0.862745098	0.789473684	0.9643	0.9143	0.9531	0.8889	1	1
3153381	Minus	59	80	63	49	61	51	56	77	58	59	80	63	0.915	0.9	0.889	0.673469388	0.770491803	0.725490196	0.9464	0.974	0.9828	0.913	1	0.9048
3153392	Plus	57	75	68	33	48	45	53	69	63	57	75	68	0.93	0.973	0.897	0.636363636	0.791666667	0.844444444	0.9623	0.9855	0.9524	1	1	1
3153393	Minus	59	80	63	51	62	51	57	78	57	59	80	63	0.932	0.912	0.889	0.980392157	0.85483871	0.882352941	0.9825	0.9872	0.9649	1	0.9512	0.9643
3153490	Plus	55	74	68	36	52	45	50	68	62	55	74	68	0.818	0.811	0.75	0.916666667	0.788461538	0.911111111	0.94	0.9265	0.9677	1	1	0.9762
3153491	Minus	60	82	65	47	61	48	54	73	62	60	82	65	0.8	0.707	0.708	0.361702128	0.491803279	0.4375	0.8889	0.9041	0.9194	1	0.9	1
3153624	Plus	55	72	65	30	43	38	49	68	58	55	72	65	0.891	0.931	0.862	0.666666667	0.674418605	0.657894737	0.898	0.9706	0.931	1	1	1
3153625	Minus	59	83	64	43	59	51	56	81	63	59	83	64	0.847	0.916	0.891	0.953488372	0.983050847	1	1	0.9753	1	1	1	1
3154119	Plus	57	70	57	44	48	47	55	66	51	57	70	57	0.965	0.914	0.947	0.954545455	0.958333333	0.936170213	0.8727	0.9394	1	0.9787	1	1
3154120	Minus	61	80	65	47	52	55	53	76	64	61	80	65	0.869	0.838	0.862	0.808510638	0.673076923	0.690909091	0.9623	0.9737	0.9844	0.9615	1	1
3154142	Plus	56	70	57	41	49	49	54	66	48	56	70	57	0.393	0.357	0.456	0.463414634	0.510204082	0.346938776	0.9444	0.9394	1	0.9655	1	1
3154143	Minus	61	82	67	46	62	50	54	79	64	61	82	67	0.787	0.89	0.851	0.934782609	0.951612903	0.96	0.9815	0.962	1	0.9762	0.9846	0.9333
3154407	Plus	58	73	52	44	51	37	56	66	50	58	73	52	0.983	0.932	0.885	0.863636364	0.803921569	0.756756757	0.9821	0.9545	1	0.9615	1	0.9565
3154408	Minus	61	77	69	15	26	23	60	70	66	61	77	69	0.934	0.948	0.957	1	1	1	0.9333	1	0.9545	1	1	1
3154674	Plus	56	69	51	33	37	38	56	67	49	56	69	51	0.946	0.913	0.882	0.515151515	0.783783784	0.684210526	0.9464	0.9552	0.9388	1	1	1
3154675	Minus	61	73	70	49	57	59	54	68	67	61	73	70	0.77	0.863	0.871	0.87755102	0.912280702	0.847457627	0.9815	0.9559	0.9403	1	0.963	0.9667
3155288	Plus	57	70	51	45	51	41	54	63	44	57	70	51	0.947	0.857	0.843	0.711111111	0.725490196	0.804878049	0.8704	0.8095	0.8636	1	0.9722	1
3155289	Minus	66	67	68	53	54	58	59	62	61	66	67	68	0.985	0.94	0.971	0.830188679	0.722222222	0.689655172	0.8983	0.9194	0.9508	1	0.9565	1
3155312	Plus	58	71	51	38	39	34	52	61	45	58	71	51	0.793	0.704	0.725	0.921052632	0.948717949	0.970588235	0.9615	0.9016	0.8	1	0.9318	0.9429
3155313	Minus	66	67	70	44	44	52	60	62	62	66	67	70	0.818	0.806	0.743	0.772727273	0.931818182	0.788461538	0.9	0.9194	0.871	1	1	1
